subNum,startTime,colBalance,totalTrials,totalPoints,accBeforeExclusions,accAfterExclusions,anticipations,timeouts,total_exclusions,,rt_enr,rt_high,rt_low,rt_abs,,acc_enr,acc_high,acc_low,acc_abs,,chce_enr_high,chce_enr_low,chce_high_low,,valEst_enr,valEst_high,valEst_low,,valEstRank_enr,valEstRank_high,valEstRank_low,,,,were_you_distracted,other_comments,,,rt_enr_b1,rt_enr_b2,rt_enr_b3,rt_enr_b4,rt_enr_b5,rt_enr_b6,rt_enr_b7,rt_enr_b8,rt_enr_b9,rt_enr_b10,rt_enr_b11,rt_enr_b12,rt_enr_b13,rt_enr_b14,rt_enr_b15,rt_enr_b16,rt_high_b1,rt_high_b2,rt_high_b3,rt_high_b4,rt_high_b5,rt_high_b6,rt_high_b7,rt_high_b8,rt_high_b9,rt_high_b10,rt_high_b11,rt_high_b12,rt_high_b13,rt_high_b14,rt_high_b15,rt_high_b16,rt_low_b1,rt_low_b2,rt_low_b3,rt_low_b4,rt_low_b5,rt_low_b6,rt_low_b7,rt_low_b8,rt_low_b9,rt_low_b10,rt_low_b11,rt_low_b12,rt_low_b13,rt_low_b14,rt_low_b15,rt_low_b16,rt_abs_b1,rt_abs_b2,rt_abs_b3,rt_abs_b4,rt_abs_b5,rt_abs_b6,rt_abs_b7,rt_abs_b8,rt_abs_b9,rt_abs_b10,rt_abs_b11,rt_abs_b12,rt_abs_b13,rt_abs_b14,rt_abs_b15,rt_abs_b16,,acc_enr_b1,acc_enr_b2,acc_enr_b3,acc_enr_b4,acc_enr_b5,acc_enr_b6,acc_enr_b7,acc_enr_b8,acc_enr_b9,acc_enr_b10,acc_enr_b11,acc_enr_b12,acc_enr_b13,acc_enr_b14,acc_enr_b15,acc_enr_b16,acc_high_b1,acc_high_b2,acc_high_b3,acc_high_b4,acc_high_b5,acc_high_b6,acc_high_b7,acc_high_b8,acc_high_b9,acc_high_b10,acc_high_b11,acc_high_b12,acc_high_b13,acc_high_b14,acc_high_b15,acc_high_b16,acc_low_b1,acc_low_b2,acc_low_b3,acc_low_b4,acc_low_b5,acc_low_b6,acc_low_b7,acc_low_b8,acc_low_b9,acc_low_b10,acc_low_b11,acc_low_b12,acc_low_b13,acc_low_b14,acc_low_b15,acc_low_b16,acc_abs_b1,acc_abs_b2,acc_abs_b3,acc_abs_b4,acc_abs_b5,acc_abs_b6,acc_abs_b7,acc_abs_b8,acc_abs_b9,acc_abs_b10,acc_abs_b11,acc_abs_b12,acc_abs_b13,acc_abs_b14,acc_abs_b15,acc_abs_b16
11,2021-06-25_18:31:23,5,640,93807,0.9375,0.942244,0,2,2,,831.367347,834.661314,844.622297,816.318705,,0.954545,0.913333,0.96732,0.932886,,1,1,1,,250,200,30,,1,2,3,,,,no; I was in a room with the TV on but I had ambient music in headphones so it did not distract me #. ;,I found it pretty enjoyable and interesting! ,,,997.1,949.642857,950.944444,830.825,965.922222,778.71,855.01,823.97,766.68,756.06,820.411111,844.466667,758.35,803.26,778.27,749.55,974.816667,917.233333,844.366667,796.142857,946.375,760.544444,1075.455556,800.288889,759.8875,803.9,773.811111,817.322222,847.277778,688.755556,787.744444,802.922222,957.79,986.5375,784.175,835.2,986.3625,805.633333,881.14,871.58,769.05,826.2,909.93,793.14,759.566667,808.433333,828.01,724.088889,866.65,1047.014286,843.53,914.444444,801.466667,812.85,806.325,798.3875,753.033333,814.48,720.9,835.833333,805.09,826.522222,769.45,714.24,,0.666667,0.875,0.9,0.888889,0.9,1,1,1,1,1,1,1,1,1,1,1,0.666667,0.9,1,0.7,0.888889,0.9,1,1,0.888889,0.9,0.9,0.9,1,1,1,1,1,0.8,0.888889,1,0.888889,0.9,1,1,1,1,1,1,1,1,1,1,0.666667,0.777778,1,1,0.9,1,0.888889,0.888889,1,1,1,1,1,0.9,0.888889,1
12,2021-06-25_23:10:33,6,640,115614,0.967187,0.970395,0,0,0,,756.241333,696.272222,681.925175,633.715686,,0.974026,0.953642,0.966216,0.987097,,1,1,1,,416,324,45,,1,2,3,,,,no;,,,,737.833333,823.14,810.87,763.76,680.46,779,764.7875,673.722222,709.03,902.7,849.977778,763.344444,763.611111,725.633333,697.12,659.188889,762.7,733.4,698.25,701.822222,633.066667,667.6,761.0125,727.433333,648.111111,687.59,672.54,653.29,647.755556,685.68,701.6375,762.277778,720.975,691.1875,699.155556,737.55,666.455556,643.64,673.88,742.72,719.1625,681.328571,631.56,740.433333,650.844444,618.4,601.111111,701.7875,714.71,637.12,595.61,596.566667,617.19,603.76,670.83,672.255556,739.622222,618.36,583,613.155556,667.2625,638.77,604.94,576.61,,0.9,1,1,1,1,1,0.888889,1,1,0.9,1,1,1,1,1,0.9,1,1,1,1,1,0.875,0.888889,0.9,0.9,1,1,1,0.9,1,0.888889,0.9,1,0.888889,0.9,1,1,1,1,1,0.888889,0.875,1,1,0.9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9,0.888889,1,1,1
13,2021-06-26_00:14:37,3,640,129299,0.90625,0.904605,0,0,0,,561.71295,558.380292,558.416058,549.913139,,0.926667,0.913333,0.878205,0.901316,,1,1,1,,5000,4000,5000,,1.5,3,1.5,,,,no;,no,,,581.833333,575.355556,599.5,534.525,598.3875,552.875,588.5125,613.28,532.59,584.333333,526.9125,529.09,553.955556,570.675,522.077778,527.322222,620.65,534.3125,568.575,558.222222,653.44,549.711111,611.033333,519.175,545.522222,549.155556,507.7625,517.3125,547.5125,559.0875,541.277778,530.477778,659.9,497.411111,609.633333,546.777778,617.866667,578.255556,545.688889,497.422222,476.4,537.942857,526.955556,577.9,572.1,504.344444,613.77,538.116667,592.222222,540.3875,608.044444,546.288889,679.685714,538.175,573.475,570,523.775,504.866667,547.855556,529.9,530,523.144444,512.522222,502.244444,,0.666667,0.9,1,1,0.888889,0.8,0.888889,1,1,0.9,0.888889,1,1,0.888889,1,1,0.8,0.888889,0.888889,0.9,1,1,1,0.888889,0.9,1,0.888889,0.888889,0.8,0.888889,0.9,1,1,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.777778,0.777778,0.9,1,0.8,0.9,1,0.6,0.9,0.888889,1,0.9,0.777778,0.888889,0.8,1,0.888889,0.9,0.9,0.9,0.888889,0.9,1,0.9
14,2021-06-26_12:50:28,6,640,49323,0.820313,0.875657,1,36,37,,1050.304839,1117.046875,1064.747619,1021.405738,,0.885714,0.895105,0.863014,0.859155,,1,1,1,,200,150,0,,1,2,3,,,,looked around and easily distracted due to experiments duration and repetition;,,,,1009.7,855.85,888.414286,1175.375,918.385714,1174.975,1015.942857,1083.133333,889.544444,1178.957143,967.85,1284.055556,1283.3,1002.98,1005.985714,1078.1,831.65,871.03,825.6,1454.585714,948.8125,937.65,1283.322222,1179.55,1015.1,1047.033333,1215.055556,1106.63,1264.8,1242.885714,1249.983333,1286.344444,1036.3125,891.6625,670.25,1140.085714,914.225,1032.042857,1093.775,988.575,850.075,1413.571429,1117.63,1144.92,1155.69,1092.028571,1252.84,1054.8875,892.16,809.8625,867.244444,1106.014286,721.114286,1235.822222,954.1,1083.12,841.642857,1279.925,995.577778,1066.9,1320.7625,1067.788889,1106.642857,948.511111,,0.5,0.888889,0.777778,1,0.7,1,1,0.9,1,0.777778,1,1,1,1,0.875,0.9,0.5,1,0.888889,0.875,0.8,0.571429,1,1,1,0.9,0.9,1,1,1,0.75,1,0.8,0.888889,0.6,0.875,1,0.777778,0.888889,0.5,0.8,0.777778,1,1,1,0.875,1,1,0.625,0.8,1,0.875,0.7,0.9,0.9,0.625,0.777778,1,1,0.857143,1,1,0.777778,0.9
15,2021-06-26_14:32:25,2,640,106363,0.9125,0.918874,0,4,4,,720.358156,714.320863,722.879104,715.720567,,0.933775,0.914474,0.917808,0.909677,,1,1,1,,300,380,38,,2,1,3,,,,As i am self isolating and waiting for a covid result the buzzing of my phone sometimes distracted me.;,,,,940.33,706.66,856.3,654.875,816.857143,706.2125,737.8,854.688889,751.57,764.25,608.15,624.711111,587.771429,622.1375,643.7,580.6,984.875,776.788889,737.43,705.8375,698.76,782.577778,625.46,699.8,747.055556,715.514286,704.475,656.966667,662.8,686.44,599.725,654.1875,904.6375,818.277778,861.711111,782.411111,914.1625,633.2625,690.677778,757.157143,722.722222,638.675,768.3125,647.5125,674.8,594.044444,595.7375,555.6875,1083.244444,813.444444,801.855556,674.5,892.033333,679.99,681.2,716.7375,713.71,665.066667,713.755556,624.55,572.425,658.83,582.985714,528.444444,,1,1,1,1,0.875,0.8,1,0.9,1,1,1,1,0.777778,0.888889,1,0.7,0.888889,1,1,0.8,1,0.9,1,0.9,1,0.777778,1,0.9,0.777778,1,0.8,0.888889,1,1,0.9,0.9,0.8,1,0.9,1,1,0.888889,0.8,0.888889,0.9,1,0.888889,0.888889,0.9,0.9,1,0.9,1,1,0.888889,0.888889,1,0.9,0.9,0.8,0.8,1,0.777778,0.9
16,2021-06-26_23:23:43,2,80,0,0.9375,0.947368,0,0,0,,796.005556,809.427778,753.244444,668.877778,,0.947368,0.947368,0.9,1,,     NaN,     NaN,     NaN,,     NaN,     NaN,     NaN,,0,0,0,,,,,,,,837.4375,762.86,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,844.45,781.41,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,767.611111,738.877778,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,658.03,682.4375,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,,0.888889,1,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,0.888889,1,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,0.9,0.9,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,1,1,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
17,2021-06-26_23:37:09,4,640,119480,0.965625,0.966997,0,2,2,,679.529932,712.810811,654.119863,622.44,,0.967105,0.96732,0.979866,0.953947,,0,0,0.5,,40,40,40,,2,2,2,,,,yes by the songs;,,,,726.211111,812.855556,631.877778,585.64,659.577778,676.25,676.566667,772.622222,785.144444,784.775,653.611111,563.58,700.088889,611.96,583.955556,690.644444,771.93,704.77,665.67,679.144444,656.9,668.188889,796.7,906.15,767.49,737.66,680.655556,740.92,729.9625,615.983333,668.93,539.011111,657.9,642.41,603.0375,687.466667,683.25,654.288889,665.44,683.45,661.4,666.44,800.91,616.5625,615.4,621.322222,596.788889,592.744444,691.022222,582.344444,549.59,576.788889,557.69,647.855556,542.225,812.85,789.1375,691.877778,515.688889,537.47,560.4,664.677778,707.5125,554.544444,,1,1,0.9,1,1,1,1,0.9,0.9,0.888889,1,1,1,1,1,0.9,1,1,1,1,0.888889,0.9,1,1,1,1,1,1,0.888889,0.857143,1,0.9,1,1,1,1,0.8,1,1,1,1,1,1,1,1,0.9,1,1,1,1,1,0.9,1,1,0.888889,1,0.888889,1,0.9,1,0.9,1,0.8,1
18,2021-06-27_11:22:28,1,640,133179,0.925,0.921053,0,0,0,,562.275694,563.124265,574.494928,504.075352,,0.953642,0.912752,0.878981,0.940397,,0.5,1,1,,2000,2000,200,,1.5,1.5,3,,,,No;,No,,,499.777778,568.06,543.6375,531.5,554.333333,584.955556,540.99,507.78,643,622.25,601.11,515.957143,533.59,641.3875,514.344444,591.088889,527.455556,533.385714,661.366667,632.83,603.85,557.011111,546.97,506.066667,511.825,555.06,494.6875,565.55,575,648.1875,553.744444,519.142857,514.1625,503.7,548.644444,541.788889,685.64,596.35,523.6,569.777778,463.5625,564,569.125,619.975,622.842857,648.833333,651.6,552.622222,489.177778,526.0875,545.077778,481.825,518.8,514.55,515.8,479.422222,452.86,484.9,537.014286,513.7,494.1,532.055556,486.177778,505.711111,,0.9,1,0.888889,0.8,0.9,1,1,1,1,1,1,0.777778,1,1,1,1,1,0.777778,0.9,1,0.888889,1,1,1,1,1,0.888889,0.888889,0.777778,0.8,1,0.7,0.888889,0.9,1,0.9,1,1,0.888889,0.9,0.8,0.9,0.8,0.8,0.7,0.9,0.8,0.9,0.9,0.888889,0.9,1,1,1,0.888889,1,1,0.9,0.777778,1,1,0.9,0.9,1
19,2021-06-27_13:35:25,2,640,55172,0.792188,0.838821,4,27,31,,913.735983,908.63944,892.80308,867.971944,,0.818182,0.822695,0.85034,0.863014,,1,1,1,,100,50,20,,1,2,3,,,,no;,no,,,1131.571875,749.525,1130.271429,1096.656667,811.636111,927.866429,905.94375,901.087222,960.714,776.11,929.073889,795.346667,823.402222,1123.142143,349.386667,832.48375,1093.87375,922.462,1199.701429,978.37125,922.771667,815.896111,915.6415,809.158333,825.394375,1001.323571,861.302857,973.717857,765.695,765.884286,433.90875,1000.7575,1054.3075,369.818125,1150.23,869.219375,1120.300714,976.679286,841.55125,877.0765,719.818125,840.532778,1038.507857,923.3175,1096.633125,938.368889,367.626,941.275625,949.74,661.628333,1195.985625,811.622778,790.4885,750.108333,937.9425,792.102222,827.222222,651.751429,758.924375,983.228,940.4285,1098.195,360.935,1020.855625,,0.888889,0.25,0.777778,0.75,1,0.875,1,1,1,0.9,0.9,0.666667,0.9,1,0.3,0.888889,0.8,0.625,0.875,0.8,0.9,1,1,0.75,0.888889,0.7,0.875,0.777778,0.666667,1,0.666667,0.8,0.888889,0.888889,0.9,0.888889,0.777778,1,1,1,0.888889,0.9,0.7,0.666667,0.888889,0.9,0.555556,0.8,1,0.428571,0.888889,1,1,1,1,0.9,0.9,0.875,0.888889,0.625,1,0.888889,0.4,0.888889
20,2021-06-27_13:36:45,6,640,107052,0.88125,0.879934,0,0,0,,699.426573,683.919118,666.792308,645.849206,,0.922581,0.894737,0.866667,0.834437,,1,1,1,,380,250,40,,1,2,3,,,,No;,n/a,,,716.6,771.6,769.5,662,709,819.5,663.2,620.5,629.125,733.75,699.9,619.111111,671.875,682.75,821.571429,616.333333,872,710.571429,719.5,645.5,671.555556,723.571429,670.3,669.3,640.75,739.125,687,589.1,680.5,740,650.555556,554.8,830,803.4,768.111111,631.875,647.5,771.4,647.7,621.833333,649,656.857143,604.75,547.333333,600,593.285714,603.25,601.125,769.666667,746.571429,708.111111,624.125,679.777778,737.625,672.75,616.875,670.285714,647.9,623.625,571.666667,598.571429,534.714286,529.857143,610.5,,1,1,1,0.9,0.9,1,1,1,0.8,0.888889,1,1,0.8,0.8,0.777778,0.9,0.777778,0.777778,1,1,1,0.875,1,1,0.888889,0.8,0.888889,1,1,0.8,0.9,0.555556,0.8,1,0.9,1,1,1,1,0.666667,0.666667,0.777778,0.888889,1,0.75,0.777778,0.8,0.8,0.666667,0.777778,0.9,0.8,1,0.8,1,0.888889,0.7,1,0.8,0.9,0.7,0.777778,0.777778,0.888889
21,2021-06-27_15:30:05,5,640,136894,0.960938,0.958882,0,0,0,,578.222378,598.516,575.230612,574.822378,,0.94702,0.967742,0.97351,0.94702,,0,1,1,,430,440,40,,2,1,3,,,,No;,I found at times the experiment would glitch; removing the circles and diamond from the screen. I was then unable to respond in the time. This happened about 4 times.,,,731.6875,644.866667,572.4875,611.625,608.966667,539.5375,547.29,538.366667,547.46,603.25,557.38,568.84,566.95,552.811111,588.777778,506.77,722.333333,735.61,612.38,630.1875,604.37,615.644444,563.555556,571.8,492.344444,595.09,545.44,594.8,546.51,656.333333,543.955556,547.022222,702.2,652.288889,602.93,561.577778,610.1,566.57,545.922222,569.1875,516.655556,540.8,590.466667,580.19,536.788889,568.433333,494.72,554,669.844444,599.955556,583.75,604.46,633.266667,538.33,701.775,551.777778,529.45,571.025,533.588889,530.6,541.277778,544.475,567.63,496.877778,,0.888889,1,1,0.888889,1,0.888889,1,0.9,1,0.888889,1,1,0.8,0.9,1,1,0.9,1,1,0.8,1,1,1,1,1,1,1,0.9,1,1,1,0.9,1,0.9,1,1,1,1,0.9,1,0.9,1,1,1,1,1,1,0.888889,1,1,1,1,0.9,1,0.888889,0.9,0.888889,0.8,1,1,1,0.8,1,1
22,2021-06-27_17:02:13,4,640,142112,0.9375,0.935855,0,0,0,,508.769231,520.95,527.4,513.48169,,0.94702,0.940397,0.922078,0.934211,,0.5,0.5,1,,450,420,41,,1,2,3,,,,my mind wandered because the task was so repetitive;,i did a similar task to this; so my motivation to do this was lower,,,565.7,551.1,536.277778,485.7,504.8375,516.933333,540.3,485.377778,474.51,496.0375,530.88,490.08,505.477778,482.777778,476.17,513.011111,575.155556,513.522222,541.7,503.03,501.8125,495.155556,536.22,493.744444,596.25,513.6,499.9125,535.422222,496.8,509.785714,536.92,489.99,535.0375,556.28,555.2625,527.188889,503.14,532.43,517.825,531.39,562.5375,536.042857,496.755556,473.19,489.388889,554.72,497,595.528571,540.488889,532.57,552.53,496.3625,513.98,548.428571,539.775,489.655556,508.05,480.28,511.55,510.7375,480.45,486.277778,514.8,518.277778,,0.888889,0.777778,1,1,0.8,0.9,1,1,1,0.888889,1,1,1,1,1,0.9,0.9,1,0.888889,1,1,0.9,1,1,0.888889,1,0.888889,1,0.888889,0.7,1,1,0.888889,1,0.8,0.9,1,1,0.888889,1,0.8,0.777778,0.9,1,0.9,1,1,0.875,0.9,1,1,0.8,1,0.875,0.888889,0.9,0.888889,1,0.888889,0.888889,1,1,1,0.9
23,2021-06-27_21:47:06,3,640,139682,0.946875,0.947368,0,0,0,,564.867114,579.008333,591.09375,571.459712,,0.967532,0.96,0.947368,0.914474,,1,1,1,,410,405,40,,1,2,3,,,,I took one between one of the attempts near the end.;,It was very fun :),,,715.677778,605.344444,648.366667,570.988889,600.755556,531.46,559.666667,591.83,553.7,585.11,505.1,517.61,515.13,496.242857,533.52,506.2125,695.85,693.57,618.82,599.711111,575.4,637.177778,532.2,575.4875,510.575,588.96,548.677778,533.0625,555.788889,520.96,555.666667,505.5,755.18,872.125,656.322222,586.33,623.42,593.944444,565.2,612.48,543.05,536.7,515.366667,514.666667,491.733333,494.466667,580.05,513.9375,716.62,633.2,623.3,615.544444,577.225,558.95,541.78,528.7,617.49,515.142857,540.275,524.3,475.566667,509.233333,603.057143,519.6,,1,0.9,1,1,1,1,1,1,1,1,1,1,1,0.777778,1,0.8,0.888889,1,1,1,1,0.9,0.888889,0.888889,1,1,1,0.888889,1,1,0.9,1,1,0.888889,1,1,1,1,1,1,1,0.888889,0.9,0.9,0.9,1,0.75,0.888889,1,1,1,0.9,0.888889,0.888889,1,1,1,0.777778,0.888889,0.666667,1,0.9,0.7,1
24,2021-06-28_02:23:58,1,640,121580,0.91875,0.920923,1,0,1,,604.20292,593.378472,586.262687,555.759722,,0.88961,0.929032,0.917808,0.947368,,1,1,1,,5,3,2,,1,2,3,,,,I did this ar 3 in the morning so I was some what tired;,,,,742.144444,635.3,697.4,664.077778,598.571429,575.733333,605.6875,539.485714,550.6,572.255556,601.055556,633.2,490.188889,607.93,601.577778,551.2125,813.355556,626.8,650.466667,606.611111,586.575,591.455556,599.625,566.011111,514.542857,529.97,599.188889,593.56,546.73,554.11,564.188889,549.855556,737.82,687.5625,626.088889,556.2,587.614286,550.9875,564.385714,532.375,551.066667,576.622222,626.544444,559.666667,524.942857,580.555556,516.2625,556.711111,704.4,561.89,599.522222,589.73,565.611111,542.488889,547.655556,507.211111,504.83,542.988889,611.6125,560.866667,533.9875,519.066667,527.89,513.522222,,1,0.8,0.7,1,0.7,0.9,0.8,0.875,0.9,1,0.9,1,0.9,1,0.9,0.888889,1,0.9,1,0.9,0.888889,0.9,0.8,0.9,0.875,1,0.9,1,1,1,0.9,0.9,1,1,0.9,0.888889,0.777778,0.888889,0.875,0.8,0.9,1,0.9,1,0.777778,1,1,1,0.7,1,1,1,0.9,1,0.9,1,1,0.9,1,1,0.888889,1,1,0.9
25,2021-06-28_10:10:54,4,640,130999,0.96875,0.970395,0,0,0,,649.888514,648.778082,622.519048,626.138926,,0.973684,0.979866,0.960784,0.967532,,0,1,1,,350,350,350,,2,2,2,,,,No; I was not distracted;,,,,642.188889,687.877778,710.02,704.577778,627.3875,627.96,643.066667,611.322222,612.41,619.944444,720.57,588.04,618.811111,661.722222,701.325,625.82,702.24,711.066667,647.788889,701.514286,639.53,634.377778,673.14,651.988889,655.43,653.8125,630.66,623.677778,584.375,648.77,577.57,651.5,637.766667,627.9625,615.88,641.2,636.38,591.022222,596.18,590.011111,646.133333,663.6,571.3,610.7,579.444444,623.8,622.01,697.511111,737.51,728.97,602.511111,594.94,628.81,633.24,705.9875,576.344444,573.75,586.15,573.244444,609.522222,640.39,631.33,552.522222,616.36,,1,1,1,0.9,1,1,1,1,1,0.9,1,1,0.9,1,0.888889,1,1,1,1,0.875,1,1,1,0.9,1,1,1,1,1,1,1,0.888889,1,0.8,1,1,1,1,1,0.9,0.9,1,1,1,0.9,0.888889,1,1,1,1,1,1,1,1,0.888889,1,0.75,1,0.9,0.9,1,1,1,1
26,2021-06-28_10:42:42,4,640,112460,0.903125,0.909539,0,0,0,,642.785211,644.136765,635.838971,574.297122,,0.910256,0.918919,0.900662,0.908497,,0,0.5,1,,350,250,40,,1,2,3,,,,yes my phone buzzed a couple time; over time it was harder to ignore the coulours;,this was good and fun well done,,,833.322222,768.33,755.877778,738.077778,687.74,582.977778,584.31,619.944444,577.588889,582.733333,618.511111,634.285714,586.257143,543.333333,548.5125,585.388889,742.114286,732.2875,678.433333,649.977778,707.322222,694.644444,609.6,569.725,628.8,600.0625,696.25,569.2375,598.02,502.7125,597.044445,731.4,780.42,721.033333,666.74,711.728571,603.575,644.522222,620.8375,583.7375,600.95,677.675,601.4125,546.416667,572.7,584.8625,618.7,593.666667,649.3375,615.26,647.344444,604.6125,545.755556,630.788889,557.55,594.48,573.022222,622.48,528.76,540.58,513.0875,509.322222,525.325,545.357143,,1,1,1,0.9,1,1,1,0.9,0.9,0.9,0.9,0.7,0.7,0.9,0.888889,0.9,0.777778,0.888889,1,0.9,0.9,1,0.888889,0.888889,1,0.888889,0.888889,0.888889,1,1,0.9,0.9,1,0.9,1,0.875,0.888889,0.9,0.888889,0.888889,1,0.888889,0.888889,0.666667,1,0.8,0.9,0.9,0.8,0.555556,0.9,0.8,1,0.9,1,1,1,1,1,1,0.888889,0.9,0.888889,0.875
27,2021-06-28_16:14:06,6,640,119737,0.95625,0.955592,0,0,0,,696.265753,694.317687,697.033103,699.466434,,0.973333,0.954545,0.960265,0.934641,,1,1,1,,430,300,40,,1,2,3,,,,No;,,,,896.3625,766.557143,946.544444,754.03,682.233333,682.01,602.55,643.933333,653.733333,671.79,711.088889,653.1,674.0375,594.922222,614.42,650.77,909.4625,726.19,882.07,667.4875,725.111111,689.5,676.444444,620.52,634.077778,625.4375,659.5,619.98,685.63,650.97,633.55,711.377778,824.74,860.655556,854.53,678.022222,684.033333,793.822222,656.344444,645.37,607.233333,689.833333,671.444444,632.6375,650.36,609.6625,605.575,640.477778,865.41,720.844444,908.7125,558.7,744.45,774.1125,727.21,629.942857,605.46,632.766667,629.7625,660.255556,755.62,575.577778,715.81,681.044444,,0.888889,0.875,1,1,1,1,1,1,1,1,1,0.9,1,0.9,1,1,0.888889,1,1,0.888889,0.9,0.9,1,1,1,1,1,1,1,1,0.8,0.9,1,0.9,1,1,0.9,1,1,1,0.9,0.9,0.9,1,1,0.888889,1,1,1,0.9,0.888889,0.9,0.888889,0.888889,1,0.777778,1,0.9,0.888889,0.9,1,1,1,1
28,2021-06-28_16:44:36,1,640,108304,0.935937,0.940594,0,2,2,,732.292517,753.271429,723.133803,682.695035,,0.942308,0.933333,0.95302,0.933775,,1,1,1,,200,300,20,,2,1,3,,,,no;,On round 15 towards the end; there was a glitch ,,,736.875,775.333333,757.333333,723.375,698.2,692.3,712.555556,741.9,722.777778,696.25,913.8,703.6,742.6,649,697.25,734,846.5,840.428571,882.777778,846,711.777778,780.625,763,695.6,716.555556,659.6,691.1,699.222222,664.888889,689.2,910.875,735.5,724.5,794.9,809.75,853.444444,742.444444,801.888889,706.3,703.666667,705.111111,677,700.8,653.666667,710.555556,663.666667,683.285714,635.9,875.5,828.75,669.875,720,662.571429,633,615.4,677.666667,671,644.444444,686.125,627.8,610.5,628,783.6,617.2,,0.8,1,1,0.888889,1,1,0.9,1,0.9,0.8,1,1,1,1,0.8,1,0.8,0.777778,0.9,0.9,0.9,0.888889,0.875,1,1,1,1,1,0.9,1,1,1,0.888889,1,0.8,1,1,1,1,1,1,0.777778,1,1,0.9,1,0.875,1,0.888889,0.8,0.888889,1,0.777778,0.9,1,1,0.8,1,1,1,1,0.9,1,1
29,2021-06-28_18:08:24,4,640,4024,0.082812,0.510204,13,497,510,,603.727273,483.153846,561.428571,721.083333,,0.458333,0.541667,0.518519,0.521739,,0,0,0,,90,700,500,,3,1,2,,,,;,,,,676.75,430.333333,660.75,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,550.333333,350.666667,490.333333,636,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,560,468,680,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,821.333333,421.75,849.75,1103,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,,0.8,0.333333,0.4,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,0.5,0.333333,0.75,1,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,0.714286,0.5,0.4,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,0.428571,0.5,0.571429,1,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
30,2021-06-29_14:32:58,6,640,126176,0.940625,0.945634,0,1,1,,616.904138,617.276761,586.591608,575.556944,,0.947712,0.934211,0.94702,0.953642,,0.5,1,1,,400,400,38,,1.5,1.5,3,,,,no;,no,,,711.3,653.23,559.46,764.522222,762.5,566.622222,660.7,567.688889,550.877778,564.18,596.2875,549.922222,623.26,596.6875,536.344444,596.2375,620.133333,708.011111,732.175,679.6,703.988889,712.011111,591.69,648.583333,681.3,532.188889,576.988889,543.566667,524.022222,520.7625,586.277778,532.9,685.733333,632.74,618.155556,594.3,616.075,594.933333,559.6,554.91,588.4,593.8,658.04,572.4,502.033333,536.211111,519.04,564.411111,599.855556,670.3,564.4125,667.15,648.49,708.214286,579.2125,564.63,536.11,537.89,599.533333,483.655556,524.35,528.33,520.4125,507.98,,0.9,1,1,0.9,1,0.9,1,0.9,1,1,0.888889,0.9,1,1,0.9,0.888889,1,0.9,0.8,1,0.9,1,1,0.75,1,1,1,0.9,1,0.8,0.9,1,0.9,1,1,0.5,1,1,0.9,1,1,1,1,1,0.9,0.9,1,1,1,1,0.888889,1,1,0.7,0.888889,1,1,1,0.9,1,0.888889,1,1,1
