subNum,startTime,colBalance,totalTrials,totalPoints,accBeforeExclusions,accAfterExclusions,anticipations,timeouts,total_exclusions,,rt_enr,rt_high,rt_low,rt_abs,,acc_enr,acc_high,acc_low,acc_abs,,chce_enr_high,chce_enr_low,chce_high_low,,valEst_enr,valEst_high,valEst_low,,valEstRank_enr,valEstRank_high,valEstRank_low,,,,were_you_distracted,other_comments,,,rt_enr_b1,rt_enr_b2,rt_enr_b3,rt_enr_b4,rt_enr_b5,rt_enr_b6,rt_enr_b7,rt_enr_b8,rt_enr_b9,rt_enr_b10,rt_enr_b11,rt_enr_b12,rt_enr_b13,rt_enr_b14,rt_enr_b15,rt_enr_b16,rt_high_b1,rt_high_b2,rt_high_b3,rt_high_b4,rt_high_b5,rt_high_b6,rt_high_b7,rt_high_b8,rt_high_b9,rt_high_b10,rt_high_b11,rt_high_b12,rt_high_b13,rt_high_b14,rt_high_b15,rt_high_b16,rt_low_b1,rt_low_b2,rt_low_b3,rt_low_b4,rt_low_b5,rt_low_b6,rt_low_b7,rt_low_b8,rt_low_b9,rt_low_b10,rt_low_b11,rt_low_b12,rt_low_b13,rt_low_b14,rt_low_b15,rt_low_b16,rt_abs_b1,rt_abs_b2,rt_abs_b3,rt_abs_b4,rt_abs_b5,rt_abs_b6,rt_abs_b7,rt_abs_b8,rt_abs_b9,rt_abs_b10,rt_abs_b11,rt_abs_b12,rt_abs_b13,rt_abs_b14,rt_abs_b15,rt_abs_b16,,acc_enr_b1,acc_enr_b2,acc_enr_b3,acc_enr_b4,acc_enr_b5,acc_enr_b6,acc_enr_b7,acc_enr_b8,acc_enr_b9,acc_enr_b10,acc_enr_b11,acc_enr_b12,acc_enr_b13,acc_enr_b14,acc_enr_b15,acc_enr_b16,acc_high_b1,acc_high_b2,acc_high_b3,acc_high_b4,acc_high_b5,acc_high_b6,acc_high_b7,acc_high_b8,acc_high_b9,acc_high_b10,acc_high_b11,acc_high_b12,acc_high_b13,acc_high_b14,acc_high_b15,acc_high_b16,acc_low_b1,acc_low_b2,acc_low_b3,acc_low_b4,acc_low_b5,acc_low_b6,acc_low_b7,acc_low_b8,acc_low_b9,acc_low_b10,acc_low_b11,acc_low_b12,acc_low_b13,acc_low_b14,acc_low_b15,acc_low_b16,acc_abs_b1,acc_abs_b2,acc_abs_b3,acc_abs_b4,acc_abs_b5,acc_abs_b6,acc_abs_b7,acc_abs_b8,acc_abs_b9,acc_abs_b10,acc_abs_b11,acc_abs_b12,acc_abs_b13,acc_abs_b14,acc_abs_b15,acc_abs_b16
51,2021-07-14_13:37:10,2,80,0,0.925,0.921053,0,0,0,,729.858824,717.894118,706.947368,703.582353,,0.894737,0.894737,0.95,0.944444,,     NaN,     NaN,     NaN,,     NaN,     NaN,     NaN,,0,0,0,,,,,,,,659.255556,809.2875,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,703.728571,727.81,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,708.522222,705.53,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,723.966667,680.65,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,,0.9,0.888889,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,0.777778,1,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,0.9,1,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,1,0.888889,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
52,2021-07-14_19:50:42,2,640,138550,0.929688,0.925987,0,0,0,,501.778873,498.355474,525.083453,504.529655,,0.928105,0.901316,0.932886,0.941558,,1,1,1,,45,45,45,,2,2,2,,,,somewhat; from outside factors such as family members being present in the room;,perhaps if lockdown restrictions weren't in place; an experiment version where eye-tracking software was used might appeal to the researcher,,,534.666667,555.925,580.885714,585.65,490.2375,469.0625,448.425,511.377778,500.1,512.388889,475.522222,438.78,532.144444,431.388889,488.977778,485.37,600.944444,523.725,538.577778,537.6875,480.78,498.7875,446.31,474.425,492.9,474.36,462.06,455.9875,520.722222,470.342857,495.9375,509.914286,618.58,573.4375,610.325,586.13,541.6125,508.477778,535.9875,500.1625,473.977778,499.644444,486.53,481.3875,490.528571,488.6,524.033333,469.5,538.125,554.922222,581.77,544.45,499.766667,510.766667,492.144444,506.6,481.69,502.9,468.6125,464.366667,518.475,426.988889,467.4,504.488889,,0.9,0.888889,0.777778,1,0.888889,0.888889,0.8,0.9,1,1,1,1,1,0.9,0.9,1,0.9,0.888889,0.9,1,1,0.8,1,0.888889,0.888889,1,1,0.888889,0.9,0.875,0.8,0.7,1,0.8,0.888889,1,0.8,1,1,0.888889,1,1,1,0.888889,0.777778,1,1,0.888889,1,0.9,1,1,1,0.9,0.9,0.9,1,1,0.888889,0.9,0.8,0.9,1,1
53,2021-07-14_20:57:41,1,640,116105,0.95,0.950577,0,1,1,,750.04966,701.151064,682.014085,673.92449,,0.97351,0.952703,0.934211,0.942308,,0,1,1,,320,330,35,,2,1,3,,,,Construction noise;,,,,962.6,745.6,796.277778,758.4,825.61,721.13,756.2,787.871429,658.871429,739.46,689.19,719.86,629.31,669.16,754.811111,827.211111,800.111111,698.022222,759.833333,729.244444,732.144444,653.955556,727.533333,751.68,665.8,700.575,683.8,724.36,666.311111,632.8625,593.722222,673.7125,901.61,704.377778,773.64,691.911111,700.625,641.55,712.355556,693.39,657.3375,617.99,616.044444,693.825,614.388889,587.785714,604.575,643.02,763.36,698.3875,689.622222,812.3125,685.46,623.525,647.76,717.575,676.66,648.76,624.475,664.94,610.44,628.033333,666.06,640.377778,,0.888889,1,1,1,1,1,1,0.875,0.777778,1,1,1,1,1,1,1,1,1,1,0.9,0.9,1,1,1,0.888889,1,0.888889,1,1,0.888889,0.9,0.888889,1,1,1,0.9,1,0.8,0.9,1,0.8,1,0.9,1,1,0.777778,0.888889,1,1,0.8,1,0.888889,1,0.888889,1,0.8,1,1,0.888889,1,1,0.9,1,0.9
54,2021-07-15_00:40:23,1,640,155808,0.970313,0.96875,0,0,0,,486.403333,490.379592,498.816438,493.415753,,0.974026,0.960784,0.979866,0.960526,,1,1,1,,450,400,40,,1,2,3,,,,Not at all ;,A very interesting experience! ,,,580.522222,554.2125,486.66,439.866667,500.64,495.511111,482.87,489.19,494.5,461.9,462.3,461.411111,478.588889,473.84,477.588889,455.655556,557.7625,548.7,515.4,516.13,494.222222,506.633333,445.977778,520.055556,495.755556,481.033333,486.411111,462.22,445.32,453.32,471.74,461.0875,579.0375,543.08,531.977778,503.76,530.344444,504.833333,516.655556,521.88,464.688889,461.022222,465.155556,440.075,451.25,482.24,510.6375,477.222222,603.32,514.74,582.9125,527.2,490.022222,447.222222,485.25,525.642857,481.11,458.344444,457.225,489.5,458.211111,446.7125,487.58,442.04,,0.9,0.888889,1,1,1,1,1,1,0.9,1,1,1,1,1,1,0.9,0.888889,1,1,1,1,0.9,1,0.9,1,0.9,0.9,1,1,1,1,0.888889,0.888889,1,1,1,1,1,1,1,1,1,1,0.888889,1,1,0.888889,1,1,1,0.8,1,0.9,0.9,1,0.875,1,1,0.888889,1,1,1,1,1
55,2021-07-15_19:46:53,1,640,116052,0.923438,0.929276,0,0,0,,650.387586,667.917143,677.197222,639.916176,,0.960265,0.909091,0.941176,0.906667,,1,1,1,,400,350,30,,1,2,3,,,,no;,not really,,,830.255556,721.622222,700.15,715.3,656.84,667.08,630.244444,613.655556,580.55,597.67,577.355556,657.355556,607.066667,569.271429,638.9625,632.888889,777.23,683.94,725.011111,774.977778,661.871429,681.77,682.85,621.88,630.122222,646.488889,624.6,667.233333,582.485714,621.122222,628.725,634.4625,764.4,748.911111,789.66,770.2,730.35,711.825,671.422222,621.533333,581.3,649.555556,616.288889,623.775,626.011111,660.922222,629.35,624.5,823.833333,712,736.7,716.488889,643.188889,653.455556,634.055556,598.4125,599.342857,596.685714,611.0125,572.9,596.266667,549.475,623.542857,538.611111,,1,1,1,1,1,1,0.9,0.9,1,1,1,0.9,1,0.875,0.888889,0.9,1,1,0.9,1,0.777778,1,0.888889,1,0.9,1,0.8,0.9,0.777778,0.9,0.8,0.888889,1,1,1,0.9,1,0.888889,0.9,0.9,1,0.9,1,1,0.9,0.9,0.8,1,0.9,0.9,0.9,1,1,1,1,1,0.875,0.777778,0.8,1,0.9,0.8,0.777778,0.9
56,2021-07-16_16:04:13,6,640,154334,0.94375,0.940789,0,0,0,,482.358156,491.279195,473.177857,455.99507,,0.952703,0.973856,0.909091,0.928105,,1,1,1,,455,445,47,,1,2,3,,,,No; there were minimal/no distractions;,Fun! Surprised by how fast I can recognise the diamond box but I think I was more looking for horizontal/vertical lines than the diamond box itself. ,,,580.66,545.325,501.7,459.6,493.39,483.6625,490.59,466.42,488.725,453.444444,436.8,485.5125,438.014286,460.457143,486.933333,426.533333,512.788889,540.155556,497.74,464.955556,464.655556,457.67,509.022222,495.077778,455.25,486.46,496.425,505.888889,505.21,505.49,487.855556,480.822222,522.788889,509.033333,471.728571,452.655556,435.4625,490.27,491.7,464.2375,475.922222,491.055556,490.333333,438.666667,460.73,420.1,451.744444,505.6,546.3875,490.14,461.775,413.9625,485.088889,437.94,441.266667,415.4,456.53,463.416667,409.01,450.911111,460.74,455.888889,463.885714,456.6,,1,0.888889,1,1,1,1,1,1,1,0.9,1,0.888889,0.875,0.875,0.9,0.9,1,1,1,0.9,1,1,0.9,1,1,1,0.888889,1,1,1,0.9,1,0.9,0.9,0.777778,0.9,0.888889,1,1,0.888889,0.9,0.9,0.9,0.9,1,0.9,1,0.777778,0.888889,1,0.888889,0.888889,0.9,1,1,0.9,1,0.75,1,0.9,1,0.9,0.777778,1
57,2021-07-16_20:40:52,4,640,98200,0.915625,0.914191,1,1,2,,762.885496,751.477941,742.802721,690.292857,,0.885135,0.912752,0.942308,0.915033,,1,1,1,,2342,5890,2500,,3,1,2,,,,No;,No,,,770.625,954,756,824.125,728.777778,716.6,893.333333,811.125,637.888889,764.875,699.714286,723,742.571429,703.714286,743.625,733.111111,791.5,639.857143,766.714286,737.555556,816.111111,732.5,776.444444,724.75,676.5,817.555556,760.142857,726.571429,779.375,763.6,741.3,735,820.5,794,666.5,805.8,760.6,855.7,786.9,693.8,654.1,688.75,812.5,623.555556,688.777778,834.875,699.5,672.222222,819.857143,735.428571,670,766.1,710.888889,684.333333,773.5,632.888889,536.666667,730.875,704.888889,636.888889,600.8,728.25,682.2,667.333333,,0.888889,0.8,0.9,0.888889,1,1,1,0.888889,1,0.8,0.777778,0.777778,0.777778,0.777778,0.888889,1,1,0.777778,0.7,1,0.9,1,1,0.888889,0.888889,1,0.777778,0.777778,0.888889,1,1,1,1,1,0.888889,1,1,1,1,1,1,0.888889,0.8,0.9,0.9,0.888889,0.888889,0.9,0.777778,0.777778,0.875,1,1,0.9,1,0.9,0.9,0.8,1,0.9,1,0.8,1,1
58,2021-07-17_01:12:37,6,640,19734,0.446875,0.546559,30,84,114,,792.0625,766.076712,870.573134,786.457576,,0.542373,0.584,0.507576,0.554622,,1,1,1,,4,4,5,,2.5,2.5,1,,,,I was distracted during the task.;,The experiment had too many trials.,,,1043.6,617.733333,979.666667,767,715.22,635.34,947.75,419.075,921.02,979,689.266667,744.066667,492.95,509.9,1023.133333,1006.2,967.783333,773.05,495.425,838.683333,832.357143,792.8,1011.55,317.5,583.85,809.466667,783.325,640.033333,840.15,821.125,484.5,819.475,1138.088889,851.58,1191.6,951.928571,685.783333,595.36,706.1,216.75,822,835.375,943.033333,475.833333,480.166667,1335.72,878.6,851.85,1200.18,754.9,990.55,600.466667,832.425,678.9,711.3,373.26,1004.6,543.633333,1176.075,463.333333,710.25,795.783333,1153.45,     NaN,,0.777778,0.666667,0.375,0.571429,0.714286,0.555556,0.333333,0.571429,0.555556,0.857143,0.6,0.375,0.571429,0.166667,0.375,0.5,0.666667,0.6,0.444444,0.6,0.777778,0.75,0.75,0.5,0.571429,0.6,1,0.5,0.5,0.571429,0.142857,0.5,0.9,0.5,0.444444,0.7,0.666667,0.555556,0.142857,0.222222,0.625,0.571429,0.6,0.333333,0.333333,0.5,0.5,0.4,0.5,0.428571,0.5,0.666667,0.888889,0.777778,0.625,0.555556,0.6,0.5,0.571429,0.375,0.333333,1,0.285714,0
59,2021-07-17_02:26:56,4,640,127230,0.967187,0.971993,0,1,1,,657.726,673.260839,645.015436,569.47973,,0.986842,0.959732,0.973856,0.96732,,1,1,1,,3000,7000,1000,,2,1,3,,,,macbook;,its fun,,,721.57,555.7625,671.366667,708.455556,747.42,665.67,629.33,592.422222,653.777778,685.6,673.022222,637.54,584.9,691.555556,611.67,673.09,606.044444,638.366667,734.388889,718.066667,811.28,621.37,731.3125,640.8375,722.59,606.133333,627.366667,717.744444,594.411111,548.95,786.025,653.8,608.76,579.11,631.011111,843.74,642.3,733.666667,648.811111,569.03,589.711111,650.0375,647.76,611.97,635.12,622.144444,687.49,613.8375,629.733333,593.31,590.34,584.6,599.566667,570.0875,565.488889,541.3,572.81,525.033333,546.51,529.6375,511.533333,649.66,554.666667,529.666667,,1,1,1,1,1,1,1,1,1,0.9,1,1,1,0.9,1,1,1,0.9,1,1,1,1,0.888889,0.888889,1,1,1,0.9,1,1,0.888889,0.9,1,1,1,1,0.888889,1,1,1,1,0.888889,1,1,1,0.9,1,0.888889,1,1,1,1,1,0.888889,0.9,0.9,1,0.9,1,1,0.9,1,1,1
60,2021-07-17_13:06:30,2,640,109894,0.929688,0.943522,1,5,6,,717.929286,706.341096,745.569065,713.15035,,0.927152,0.960526,0.926667,0.959732,,0.5,0.5,0,,5000,3000,1000,,1,2,3,,,,no;,no,,,809.411111,749.614286,866.825,1128.211111,641.0125,825.166667,665.05,644.25,567.6,660.52,694.24,696.775,628.9,632.611111,645.511111,638.477778,823.4,680.825,779.975,924.488889,748.16,756.36,731.614286,734.966667,632.52,697.11,647.42,673.644444,723.5,662.99,594.27,565.66,967.377778,783.633333,913.844444,896.92,799.3875,797.877778,656.114286,691.077778,737.244444,565.322222,695.885714,718.15,650.3,667.842857,666.122222,664.45,994.883333,663.74,802.366667,850.683333,668.55,793.8,697.47,749.277778,697.444444,708.885714,652.25,655.44,655.14,666.16,696.433333,633.722222,,0.9,0.777778,0.888889,1,0.888889,0.9,0.888889,1,0.888889,1,1,0.888889,0.9,0.9,1,1,0.777778,0.888889,0.888889,0.9,1,1,0.875,1,1,1,1,1,1,1,1,1,0.9,0.9,0.9,1,0.888889,1,0.777778,0.9,1,0.9,0.875,1,0.888889,0.875,1,1,0.857143,1,1,0.75,1,1,1,1,0.9,0.875,1,1,1,1,0.9,1
61,2021-07-17_12:02:43,2,640,137412,0.96875,0.973684,0,0,0,,611.970946,608.585235,581.12649,575.690972,,0.973684,0.980263,0.974194,0.966443,,0.5,1,1,,400,380,40,,1,2,3,,,,Not really; only by occasionally checking my phone;,I think I killed it\n,,,604.23,605.8,599.511111,673.133333,646.811111,615.455556,668.75,573.544444,716.56,616.19,585.3,581.73,568.1,579.555556,602.2875,543.92,576.3,690.444444,646.288889,637.98,674.2625,653.46,616.966667,640.77,638.255556,542.21,559.71,557.088889,564.84,607.06,585.36,555.077778,642.37,651.02,589.54,617.99,577.57,577.177778,574.2,568.8375,623.755556,537.61,520.755556,519.79,579.03,567.755556,615.24,515.625,633.48,631.4125,602.444444,654.311111,539.46,590.8625,564.83,557.4,575.78,545.3375,551.06,546.711111,529.5875,554.944444,621.966667,510.355556,,1,1,1,1,0.9,0.9,1,0.9,1,1,1,1,1,1,0.888889,1,0.875,0.9,0.9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.888889,1,1,0.9,1,1,0.9,1,0.888889,1,0.888889,1,1,1,0.888889,1,0.888889,1,1,1,1,0.888889,1,1,0.9
62,2021-07-18_15:56:32,5,80,0,0.9375,0.96,0,1,1,,748.229412,799.1,815.726316,704.5375,,0.944444,1,1,0.888889,,     NaN,     NaN,     NaN,,     NaN,     NaN,     NaN,,0,0,0,,,,,,,,809,679.8625,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,908.39,689.81,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,759.71,877.966667,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,657.4625,751.6125,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,,1,0.888889,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,1,1,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,1,1,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,0.888889,0.888889,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
63,2021-07-18_16:13:28,3,640,129149,0.984375,0.983553,0,0,0,,675.264,692.461905,662.019079,619.65302,,0.993377,0.98,0.974359,0.986755,,1,1,1,,5418,5418,5418,,2,2,2,,,,no;,...,,,703,666.05,722.88,705.4,659.37,727.26,692.333333,706.35,700.922222,634.377778,640.49,616.177778,724.81,672.2,612.23,617.488889,676.422222,867.977778,698.9,745.233333,793.75,730.15,622.29,721.23,637.322222,677.233333,684.25,638.544444,720.688889,660.611111,602.822222,614.544444,679.666667,671.77,685.13,665.22,676.83,686.133333,671.166667,663.98,665.16,684.67,790.8375,661.944444,590.76,633.73,575.911111,606.033333,606.2,625.1625,628.644444,659.76,689.888889,640.825,605.277778,617.933333,618.14,679.8,684.255556,578.57,577.466667,544.73,579.66,590.68,,1,1,1,1,1,1,1,1,1,1,1,1,1,0.888889,1,1,1,0.9,1,1,0.888889,1,1,1,1,1,1,1,1,1,1,0.9,0.9,1,1,1,1,0.9,1,1,1,1,0.888889,0.9,1,1,1,1,1,1,1,1,1,1,0.9,0.9,1,1,1,1,1,1,1,1
64,2021-07-19_13:35:49,5,640,132823,0.95625,0.955592,0,0,0,,621.616438,612.696552,620.39726,595.541667,,0.973333,0.960265,0.948052,0.941176,,0.5,1,1,,380,412,35,,2,1,3,,,,no;,no,,,639.75,595.1,721.333333,638.75,634.6,711.888889,599.222222,578.2,623,652.333333,598,585.333333,609.7,617.3,571.2,580.625,602.6,597.666667,653.444444,642,594.111111,643.333333,663.7,583.7,556.625,835.571429,566.888889,597.5,585.888889,554,607.8,556,634,573.777778,647.8,743.444444,597,603.2,672.75,653,592,673.7,580.5,638.333333,569.875,562.9,607.777778,577.625,634.444444,590.5,516.5,649.222222,626.75,644.222222,608.3,595.888889,563.7,636.9,572.444444,568.7,586.888889,605.1,581.888889,523.222222,,1,1,1,0.888889,1,1,0.9,1,1,0.9,1,1,1,1,1,0.888889,1,1,0.9,0.9,0.9,1,1,1,0.888889,0.875,0.9,1,1,1,1,1,1,0.9,1,1,0.9,1,1,0.888889,0.9,1,1,1,0.8,1,1,0.8,0.9,0.888889,0.666667,0.9,1,0.9,1,1,1,1,0.9,1,1,1,1,0.9
65,2021-07-19_13:40:08,6,640,106050,0.973437,0.975248,0,2,2,,801.770507,774.772363,801.763456,750.294459,,0.961039,0.979866,1,0.961039,,0,0,1,,25,30,33,,3,2,1,,,,No;,no,,,1120.426667,754.485,1198.151111,872.756667,707.692778,849.989286,748.442222,836.61,789.3995,773.2375,732.279,818.397778,582.958333,712.4915,707.8275,671.776667,1100.210556,853.373889,1037.067143,837.436,757.29,794.67,797.874,682.2805,714.121,825.482778,713.617778,700.001111,622.5695,689.383125,676.363889,651.9575,1122.78375,934.181111,1015.056,773.393889,975.973125,894.3495,834.315,715.691,705.215625,732.935556,720.963333,815.651,600.3555,690.779,723.8695,651.136,1082.228,721.437222,960.45125,754.3235,824.326111,685.6525,748.287222,755.2,744.9495,685.493889,663.3035,770.3865,605.957222,674.899,655.7275,666.1715,,0.9,1,0.9,1,0.9,0.777778,0.9,1,1,1,1,1,1,1,1,1,1,1,0.875,1,0.9,1,1,1,1,1,1,1,1,1,1,0.888889,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,1,1,1,1,0.9,1,1,1,1,0.888889,1
66,2021-07-20_01:21:43,1,640,119036,0.9125,0.911038,1,0,1,,583.834783,590.447101,575.069014,576.77037,,0.884615,0.907895,0.928105,0.924658,,0.5,0.5,1,,380,390,36,,2,1,3,,,,No;,Tiring,,,753.644444,746.85,630.34,564.133333,550.0375,557.7375,543.866667,599.61,599.577778,541.64,553.9,532.6,483.325,571.842857,514.211111,536.25,730.85,673.588889,619.8,610.54,556.9125,600.766667,585.688889,546.9875,575.4,548.9125,548.011111,569.22,514.3,695.233333,541.814286,510.3,851.7,722,715.355556,572.975,534.166667,619.5,489.39,541.322222,567.42,573.65,512.577778,487.833333,530.02,563.4625,497.325,471.61,732.52,619.311111,631.844444,531.99,612.888889,620.0625,564.875,531.9,573.6,518.525,618.725,496.575,511.6,600.0875,509.9875,504.988889,,0.9,1,1,0.9,0.8,0.8,0.9,1,0.9,1,0.6,0.888889,0.8,0.777778,1,0.888889,0.888889,0.9,0.9,1,0.888889,0.9,1,0.8,0.888889,0.888889,1,1,0.9,0.9,0.777778,0.888889,1,0.777778,1,1,1,1,1,0.9,1,0.8,0.9,0.9,1,0.8,0.8,1,1,1,1,1,0.9,0.888889,0.888889,0.875,1,1,0.888889,0.888889,0.875,0.888889,0.8,0.9
67,2021-07-20_17:47:33,2,640,125416,0.957812,0.962046,0,2,2,,646.287755,686.84726,685.001379,685.102069,,0.967105,0.966887,0.966667,0.947712,,0,1,1,,390,420,30,,2,1,3,,,,My phone rang as I did not have it on silent. Also have younger siblings so could hear them yelling from my room. ;,,,,769.577778,689.99,871.9125,733.788889,605.6875,682.733333,767.23,585.833333,582.73,597.55,556.45,643.43,604.4375,560.8,567.74,542.38,847.69,800.0875,825.444444,669.866667,783.844444,652.22,751.466667,736.814286,683.3,687.511111,554.6125,685.044444,638.622222,559.84,596.7,551.07,1066.6875,751,733.628571,627.733333,672.01,631.4875,818.75,747.51,655.87,582.944444,628.155556,664.23,679.522222,611.53,602.75,565.688889,798.633333,663.122222,818.17,713.31,678.3,660.3,817.81,792.625,752.625,657.277778,604.9,586.0625,672.2,557.88,582.8,583.9125,,1,1,0.8,1,1,0.9,1,0.9,1,1,1,1,1,0.875,1,1,1,0.888889,1,0.9,0.9,1,0.9,1,1,1,1,1,0.9,1,1,1,0.888889,0.9,0.875,1,1,1,1,1,1,1,0.9,1,0.9,1,1,1,0.9,1,1,1,1,1,1,0.8,1,0.9,1,0.888889,0.8,1,1,0.888889
68,2021-07-21_18:52:29,5,640,110524,0.948438,0.947282,0,1,1,,722.482609,730.428966,689.074834,664.193617,,0.92,0.947712,0.961783,0.959184,,0,0,1,,230,340,41,,2,1,3,,,,The noise that plays randomly was very distracting but I'm pretty sure that was part of the experiment. ;,Cool experiment; one way to improve I guess could be to ask research participants to clean their screens because after a while I found smudge on my screen which helped me focus a lot easier.,,,894.4625,720.066667,708.7375,800.071429,725.855556,693,784.766667,818.022222,613.3625,696.05,783.1,704.233333,624.577778,615.71,702.166667,702.9,1010.842857,873.25,786.166667,847.877778,643.76,733.722222,811.75,684.3,692.84,759.733333,648.344444,774.075,591.24,728.188889,594.19,624.988889,820.6875,798.15,759.23,818.5,758.144444,702.21,655.622222,650.65,657.42,727.155556,644.59,704.24,599.7,615.17,558.388889,592.155556,1107.857143,733.455556,733.05,685.3,729.433333,651.571429,674.92,669.955556,541.888889,643.2125,651.144444,600.94,593.6,531.366667,618.4125,570.87,,0.8,0.666667,0.888889,0.777778,0.9,1,1,1,0.888889,0.8,1,1,1,1,1,1,0.7,0.8,1,0.9,1,1,1,0.9,1,1,1,0.888889,1,1,1,1,0.8,1,1,0.888889,1,1,1,1,1,0.9,1,1,1,1,0.9,0.9,0.875,1,0.888889,1,1,0.777778,1,1,1,0.888889,1,1,1,1,0.888889,1
69,2021-07-22_00:30:47,3,640,95929,0.84375,0.862944,1,16,17,,679.136719,667.670161,681.033071,662.438931,,0.85906,0.867133,0.852349,0.873333,,1,1,0.5,,1000,600,200,,1,2,3,,,,yes;,no,,,689.725,704.75,777.2,663.355556,646.9625,640.7,769.166667,682.216667,628.08,600.3875,624.111111,609.9875,556.06,808.2,765.1125,624.277778,712.1,653.4,782.466667,803.4,858.6,751.783333,608.975,645.3625,576.742857,687.744444,537.1875,588.625,575.94,705.633333,638.714286,566.371429,718.533333,696.733333,804.8,647.557143,676.066667,755.822222,782.6375,608.642857,561.1625,615.7625,571.3125,664.477778,648.788889,846.711111,611.575,664.311111,705.671429,570.77,598.622222,744.575,589.757143,755.4625,638.833333,637.07,672.133333,690.9625,651.857143,597.125,657.966667,655.614286,786.157143,695.5875,,1,0.666667,1,0.9,0.8,0.666667,0.9,0.75,1,0.888889,1,0.8,0.555556,1,0.888889,0.9,0.888889,0.75,0.75,1,1,0.75,0.888889,0.8,0.777778,0.9,0.888889,1,1,1,0.777778,0.7,0.9,0.857143,0.875,0.7,0.666667,0.9,0.888889,0.7,0.888889,0.888889,0.8,0.9,0.9,1,0.8,1,0.777778,1,1,0.888889,0.875,1,0.9,1,0.9,0.8,0.7,0.8,1,0.7,0.777778,0.888889
70,2021-07-22_11:30:17,6,640,129489,0.946875,0.952303,0,0,0,,644.831293,635.719463,639.067143,612.887413,,0.97351,0.96129,0.952381,0.922581,,1,1,1,,380,450,0,,2,1,3,,,,Due to repeating it numerous times; there were moments where i couldn't focus properly and got a lot of errors towards the end;,It was a very engaging and entertaining experiment. I had an absolute blast participating in this experiment. Thanks for the opportunity.,,,715.2,734.788889,661.45,666.822222,657.8125,671.955556,608.87,661.7,598.55,621.59,617.66,595,597.8,672.53,669.8375,573.225,691.633333,675.91,678.755556,642.222222,640.222222,720.99,595.94,570.86,695.455556,646.822222,646.75,562.53,576.588889,572.055556,681.711111,585.67,671.7625,725.9625,633.566667,650.144444,630.56,735.211111,632.475,616.255556,640.833333,671.72,541.71,550.45,630.985714,611.488889,657.277778,633.05,691.2,600.655556,648.1625,770.9,658.27,644.211111,569.86,615.6625,571.011111,566.588889,548.877778,570.35,571.188889,594.1,591,593.4,,1,1,0.888889,1,0.888889,1,1,1,1,1,1,1,1,1,0.888889,0.888889,0.9,1,0.9,0.9,1,1,1,1,0.9,1,1,1,1,0.9,0.9,1,1,0.8,1,1,1,1,1,1,1,1,1,1,0.7,1,1,0.8,0.9,1,0.8,0.9,1,0.9,1,0.8,1,1,0.9,0.8,0.9,1,0.9,1
